category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id,nationality,bbox
Cupboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Female,6,CrowdWorks,4,6,9,7,4,2,4416c2f5a9b33f21.jpg,Cupboard,OpenImages,4416c2f5a9b33f21_s0608_Cupboard,Japan,"[0, 0, 0, 0]"
Kitchen appliance,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Kitchen appliance,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Kitchen appliance,UK,"[0, 0, 0, 0]"
Gas stove,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Gas stove,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Gas stove,UK,"[0, 0, 0, 0]"
House,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,House,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_House,UK,"[0, 0, 0, 0]"
Home appliance,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Home appliance,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Home appliance,UK,"[0, 0, 0, 0]"
Cabinetry,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Cabinetry,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Cabinetry,UK,"[0, 0, 0, 0]"
Drawer,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Drawer,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Drawer,UK,"[0, 0, 0, 0]"
Cupboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,2,Prolific,4,4,8,6,9,0,4416c2f5a9b33f21.jpg,Cupboard,OpenImages,4416c2f5a9b33f21_57655a2aea19ef00016351cf_Cupboard,UK,"[0, 0, 0, 0]"
Kitchen appliance,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Kitchen appliance,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Kitchen appliance,UK,"[0, 0, 0, 0]"
Gas stove,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Gas stove,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Gas stove,UK,"[0, 0, 0, 0]"
House,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,House,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_House,UK,"[0, 0, 0, 0]"
Home appliance,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Home appliance,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Home appliance,UK,"[0, 0, 0, 0]"
Cabinetry,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Cabinetry,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Cabinetry,UK,"[0, 0, 0, 0]"
Drawer,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Drawer,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Drawer,UK,"[0, 0, 0, 0]"
Cupboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,Prolific,4,6,8,5,9,2,4416c2f5a9b33f21.jpg,Cupboard,OpenImages,4416c2f5a9b33f21_5cb988a6b3e70d0001715d79_Cupboard,UK,"[0, 0, 0, 0]"
Bookcase,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,CrowdWorks,3,3,10,6,7,1,3a18c41d6a250c1a.jpg,Bookcase,OpenImages,3a18c41d6a250c1a_freedommaturi_Bookcase,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,CrowdWorks,3,3,10,6,7,1,3a18c41d6a250c1a.jpg,Person,OpenImages,3a18c41d6a250c1a_freedommaturi_Person,Japan,"[0, 0, 0, 0]"
Book,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,4,CrowdWorks,3,3,10,6,7,1,3a18c41d6a250c1a.jpg,Book,OpenImages,3a18c41d6a250c1a_freedommaturi_Book,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Male,4,CrowdWorks,3,3,10,6,7,1,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_freedommaturi_Woman,Japan,"[0, 0, 0, 0]"
Bookcase,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,10,CrowdWorks,3,5,2,10,2,0,3a18c41d6a250c1a.jpg,Bookcase,OpenImages,3a18c41d6a250c1a_kane98yuki_Bookcase,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,10,CrowdWorks,3,5,2,10,2,0,3a18c41d6a250c1a.jpg,Person,OpenImages,3a18c41d6a250c1a_kane98yuki_Person,Japan,"[0, 0, 0, 0]"
Book,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,10,CrowdWorks,3,5,2,10,2,0,3a18c41d6a250c1a.jpg,Book,OpenImages,3a18c41d6a250c1a_kane98yuki_Book,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,10,CrowdWorks,3,5,2,10,2,0,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_kane98yuki_Woman,Japan,"[0, 0, 0, 0]"
Bookcase,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,0,Prolific,4,4,5,8,8,3,3a18c41d6a250c1a.jpg,Bookcase,OpenImages,3a18c41d6a250c1a_631f3b0501e9739c61c03255_Bookcase,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,0,Prolific,4,4,5,8,8,3,3a18c41d6a250c1a.jpg,Person,OpenImages,3a18c41d6a250c1a_631f3b0501e9739c61c03255_Person,UK,"[0, 0, 0, 0]"
Book,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,0,Prolific,4,4,5,8,8,3,3a18c41d6a250c1a.jpg,Book,OpenImages,3a18c41d6a250c1a_631f3b0501e9739c61c03255_Book,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Male,0,Prolific,4,4,5,8,8,3,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_631f3b0501e9739c61c03255_Woman,UK,"[0, 0, 0, 0]"
Bookcase,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,4,Prolific,5,8,10,4,8,1,3a18c41d6a250c1a.jpg,Bookcase,OpenImages,3a18c41d6a250c1a_63d79fcd741f9cfb2f87152f_Bookcase,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,4,Prolific,5,8,10,4,8,1,3a18c41d6a250c1a.jpg,Person,OpenImages,3a18c41d6a250c1a_63d79fcd741f9cfb2f87152f_Person,UK,"[0, 0, 0, 0]"
Book,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,4,Prolific,5,8,10,4,8,1,3a18c41d6a250c1a.jpg,Book,OpenImages,3a18c41d6a250c1a_63d79fcd741f9cfb2f87152f_Book,UK,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,4,Prolific,5,8,10,4,8,1,3a18c41d6a250c1a.jpg,Woman,OpenImages,3a18c41d6a250c1a_63d79fcd741f9cfb2f87152f_Woman,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0]",49,Male,9,CrowdWorks,6,4,8,6,8,2,6b6ace97909699d5.jpg,Sewing machine,OpenImages,6b6ace97909699d5_kazu_d047_Sewing machine,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,Female,9,CrowdWorks,4,6,6,8,9,2,6b6ace97909699d5.jpg,Sewing machine,OpenImages,6b6ace97909699d5_perimakko37_Sewing machine,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Male,3,Prolific,9,10,6,4,9,1,6b6ace97909699d5.jpg,Sewing machine,OpenImages,6b6ace97909699d5_62d74d71b0066f8989cf9508_Sewing machine,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Male,2,Prolific,6,3,8,7,9,0,6b6ace97909699d5.jpg,Sewing machine,OpenImages,6b6ace97909699d5_63d2772e880bce92fd167701_Sewing machine,UK,"[0, 0, 0, 0]"
Human face,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",53,Male,6,CrowdWorks,6,7,6,7,7,1,373c26ce480f8d29.jpg,Human face,OpenImages,373c26ce480f8d29_kaz1_430a_Human face,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",53,Male,6,CrowdWorks,6,7,6,7,7,1,373c26ce480f8d29.jpg,Person,OpenImages,373c26ce480f8d29_kaz1_430a_Person,Japan,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",53,Male,6,CrowdWorks,6,7,6,7,7,1,373c26ce480f8d29.jpg,Human body,OpenImages,373c26ce480f8d29_kaz1_430a_Human body,Japan,"[0, 0, 0, 0]"
Office building,"[0, 1, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Male,6,CrowdWorks,6,7,6,7,7,1,373c26ce480f8d29.jpg,Office building,OpenImages,373c26ce480f8d29_kaz1_430a_Office building,Japan,"[0, 0, 0, 0]"
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,7,CrowdWorks,8,6,7,7,6,0,373c26ce480f8d29.jpg,Human face,OpenImages,373c26ce480f8d29_tuna0207_Human face,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,7,CrowdWorks,8,6,7,7,6,0,373c26ce480f8d29.jpg,Person,OpenImages,373c26ce480f8d29_tuna0207_Person,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,7,CrowdWorks,8,6,7,7,6,0,373c26ce480f8d29.jpg,Human body,OpenImages,373c26ce480f8d29_tuna0207_Human body,Japan,"[0, 0, 0, 0]"
Office building,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,7,CrowdWorks,8,6,7,7,6,0,373c26ce480f8d29.jpg,Office building,OpenImages,373c26ce480f8d29_tuna0207_Office building,Japan,"[0, 0, 0, 0]"
Human face,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",19,Male,5,Prolific,7,5,6,7,6,1,373c26ce480f8d29.jpg,Human face,OpenImages,373c26ce480f8d29_6310d187315505a30722cd64_Human face,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",19,Male,5,Prolific,7,5,6,7,6,1,373c26ce480f8d29.jpg,Person,OpenImages,373c26ce480f8d29_6310d187315505a30722cd64_Person,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",19,Male,5,Prolific,7,5,6,7,6,1,373c26ce480f8d29.jpg,Human body,OpenImages,373c26ce480f8d29_6310d187315505a30722cd64_Human body,UK,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",19,Male,5,Prolific,7,5,6,7,6,1,373c26ce480f8d29.jpg,Office building,OpenImages,373c26ce480f8d29_6310d187315505a30722cd64_Office building,UK,"[0, 0, 0, 0]"
Human face,"[0, 1, 1, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",65,Male,8,Prolific,6,3,8,9,9,0,373c26ce480f8d29.jpg,Human face,OpenImages,373c26ce480f8d29_5d599edd98cf220016ec562e_Human face,UK,"[0, 0, 0, 0]"
Person,"[0, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",65,Male,8,Prolific,6,3,8,9,9,0,373c26ce480f8d29.jpg,Person,OpenImages,373c26ce480f8d29_5d599edd98cf220016ec562e_Person,UK,"[0, 0, 0, 0]"
Human body,"[0, 1, 1, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",65,Male,8,Prolific,6,3,8,9,9,0,373c26ce480f8d29.jpg,Human body,OpenImages,373c26ce480f8d29_5d599edd98cf220016ec562e_Human body,UK,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",65,Male,8,Prolific,6,3,8,9,9,0,373c26ce480f8d29.jpg,Office building,OpenImages,373c26ce480f8d29_5d599edd98cf220016ec562e_Office building,UK,"[0, 0, 0, 0]"
Dog,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",31,Male,6,CrowdWorks,9,10,10,3,7,2,012360962fa706f8.jpg,Dog,OpenImages,012360962fa706f8_shati_Dog,Japan,"[0, 0, 0, 0]"
Dog,"[1, 1, 0, 1, 0, 0]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",20,Female,8,CrowdWorks,7,7,5,5,9,4,012360962fa706f8.jpg,Dog,OpenImages,012360962fa706f8_5tap_Dog,Japan,"[0, 0, 0, 0]"
Dog,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,0,Prolific,5,2,4,10,7,1,012360962fa706f8.jpg,Dog,OpenImages,012360962fa706f8_62b2494a6b5643fdf0d4d52a_Dog,UK,"[0, 0, 0, 0]"
Dog,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Female,7,Prolific,5,8,7,7,8,1,012360962fa706f8.jpg,Dog,OpenImages,012360962fa706f8_5e2761b3ce16da9982f88406_Dog,UK,"[0, 0, 0, 0]"
diaper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,diaper,LVIS,141965_whitekurosagi_diaper,Japan,"[0, 0, 0, 0]"
bow_(decorative_ribbons),"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,bow_(decorative_ribbons),LVIS,141965_whitekurosagi_bow_(decorative_ribbons),Japan,"[0, 0, 0, 0]"
crib,"[1, 1, 0, 1, 0, 0]",0,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,crib,LVIS,141965_whitekurosagi_crib,Japan,"[0, 0, 0, 0]"
tag,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,tag,LVIS,141965_whitekurosagi_tag,Japan,"[0, 0, 0, 0]"
blanket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,blanket,LVIS,141965_whitekurosagi_blanket,Japan,"[0, 0, 0, 0]"
teddy_bear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,6,CrowdWorks,2,7,6,10,8,1,141965.jpg,teddy_bear,LVIS,141965_whitekurosagi_teddy_bear,Japan,"[0, 0, 0, 0]"
diaper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,diaper,LVIS,141965_nuppixi_diaper,Japan,"[0, 0, 0, 0]"
bow_(decorative_ribbons),"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,bow_(decorative_ribbons),LVIS,141965_nuppixi_bow_(decorative_ribbons),Japan,"[0, 0, 0, 0]"
crib,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,crib,LVIS,141965_nuppixi_crib,Japan,"[0, 0, 0, 0]"
tag,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,tag,LVIS,141965_nuppixi_tag,Japan,"[0, 0, 0, 0]"
blanket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,blanket,LVIS,141965_nuppixi_blanket,Japan,"[0, 0, 0, 0]"
teddy_bear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,7,CrowdWorks,3,2,4,7,10,3,141965.jpg,teddy_bear,LVIS,141965_nuppixi_teddy_bear,Japan,"[0, 0, 0, 0]"
diaper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,diaper,LVIS,141965_5c5721c7fcbb880001fcff31_diaper,UK,"[0, 0, 0, 0]"
bow_(decorative_ribbons),"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,bow_(decorative_ribbons),LVIS,141965_5c5721c7fcbb880001fcff31_bow_(decorative_ribbons),UK,"[0, 0, 0, 0]"
crib,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,crib,LVIS,141965_5c5721c7fcbb880001fcff31_crib,UK,"[0, 0, 0, 0]"
tag,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,tag,LVIS,141965_5c5721c7fcbb880001fcff31_tag,UK,"[0, 0, 0, 0]"
blanket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,blanket,LVIS,141965_5c5721c7fcbb880001fcff31_blanket,UK,"[0, 0, 0, 0]"
teddy_bear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",33,Male,2,Prolific,7,7,8,5,6,3,141965.jpg,teddy_bear,LVIS,141965_5c5721c7fcbb880001fcff31_teddy_bear,UK,"[0, 0, 0, 0]"
diaper,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,diaper,LVIS,141965_56b6e889f2fc70000b32f99e_diaper,UK,"[0, 0, 0, 0]"
bow_(decorative_ribbons),"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,bow_(decorative_ribbons),LVIS,141965_56b6e889f2fc70000b32f99e_bow_(decorative_ribbons),UK,"[0, 0, 0, 0]"
crib,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,crib,LVIS,141965_56b6e889f2fc70000b32f99e_crib,UK,"[0, 0, 0, 0]"
tag,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,tag,LVIS,141965_56b6e889f2fc70000b32f99e_tag,UK,"[0, 0, 0, 0]"
blanket,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,blanket,LVIS,141965_56b6e889f2fc70000b32f99e_blanket,UK,"[0, 0, 0, 0]"
teddy_bear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,2,7,8,9,5,1,141965.jpg,teddy_bear,LVIS,141965_56b6e889f2fc70000b32f99e_teddy_bear,UK,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Male,10,CrowdWorks,6,6,6,7,6,0,66368d8f0c538ba7.jpg,Human head,OpenImages,66368d8f0c538ba7_St. Leonard_Human head,Japan,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",39,Female,5,CrowdWorks,3,4,5,9,8,1,66368d8f0c538ba7.jpg,Human head,OpenImages,66368d8f0c538ba7_himawari252525_Human head,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",31,Male,9,Prolific,4,4,5,8,10,1,66368d8f0c538ba7.jpg,Human head,OpenImages,66368d8f0c538ba7_5f72adea4576d21f8ac889a0_Human head,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",30,Female,4,Prolific,6,6,8,5,8,4,66368d8f0c538ba7.jpg,Human head,OpenImages,66368d8f0c538ba7_607a6e0e8c59acb5ea6bcd9d_Human head,UK,"[0, 0, 0, 0]"
