age,gender,nationality,extraversion,agreeableness,conscientiousness,neuroticism,openness,ifPrivacy
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
37,Female,Japan,2,5,4,10,8,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,0
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
35,Female,Japan,7,6,6,8,7,1
24,Female,British,6,8,6,8,7,0
24,Female,British,6,8,6,8,7,0
24,Female,British,6,8,6,8,7,1
24,Female,British,6,8,6,8,7,0
24,Female,British,6,8,6,8,7,0
24,Female,British,6,8,6,8,7,1
24,Female,British,6,8,6,8,7,0
24,Female,British,6,8,6,8,7,1
24,Female,British,6,8,6,8,7,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
21,Male,British,9,6,5,4,9,1
29,Female,Japan,5,4,7,8,7,1
29,Female,Japan,5,4,7,8,7,0
29,Female,Japan,5,4,7,8,7,1
29,Female,Japan,5,4,7,8,7,0
29,Female,Japan,5,4,7,8,7,1
29,Female,Japan,5,4,7,8,7,0
42,Female,Japan,6,8,9,9,10,1
42,Female,Japan,6,8,9,9,10,1
42,Female,Japan,6,8,9,9,10,1
42,Female,Japan,6,8,9,9,10,0
42,Female,Japan,6,8,9,9,10,1
42,Female,Japan,6,8,9,9,10,0
39,Male,British,2,4,3,10,7,0
39,Male,British,2,4,3,10,7,1
39,Male,British,2,4,3,10,7,1
39,Male,British,2,4,3,10,7,0
39,Male,British,2,4,3,10,7,0
39,Male,British,2,4,3,10,7,1
25,Female,Japan,4,6,9,7,4,0
25,Female,Japan,4,6,9,7,4,0
25,Female,Japan,4,6,9,7,4,1
25,Female,Japan,4,6,9,7,4,0
25,Female,Japan,4,6,9,7,4,1
25,Female,Japan,4,6,9,7,4,1
47,Male,Japan,8,4,8,6,8,1
47,Male,Japan,8,4,8,6,8,1
47,Male,Japan,8,4,8,6,8,1
47,Male,Japan,8,4,8,6,8,0
47,Male,Japan,8,4,8,6,8,1
47,Male,Japan,8,4,8,6,8,0
39,Male,British,4,6,8,5,9,1
39,Male,British,4,6,8,5,9,1
39,Male,British,4,6,8,5,9,1
39,Male,British,4,6,8,5,9,0
39,Male,British,4,6,8,5,9,1
39,Male,British,4,6,8,5,9,1
50,Male,British,4,4,8,6,9,1
50,Male,British,4,4,8,6,9,1
50,Male,British,4,4,8,6,9,1
50,Male,British,4,4,8,6,9,1
50,Male,British,4,4,8,6,9,1
50,Male,British,4,4,8,6,9,1
22,Female,Japan,6,6,5,8,6,0
58,Female,Japan,4,5,6,7,8,0
50,Male,British,4,5,10,8,3,1
21,Female,British,6,7,7,8,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,0
29,Male,Japan,7,7,10,2,10,1
29,Male,Japan,7,7,10,2,10,0
51,Male,Japan,2,6,6,8,9,0
51,Male,Japan,2,6,6,8,9,1
51,Male,Japan,2,6,6,8,9,1
51,Male,Japan,2,6,6,8,9,1
51,Male,Japan,2,6,6,8,9,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
34,Male,British,4,5,8,6,10,1
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,1
37,Male,British,2,6,7,8,3,1
41,Male,Japan,4,5,4,7,4,0
58,Female,Japan,5,5,7,9,7,0
24,Male,British,6,7,8,8,7,1
33,Female,British,4,4,7,7,7,1
29,Female,British,5,9,3,7,8,1
35,Female,Japan,4,6,7,8,9,1
35,Female,Japan,4,6,7,8,9,1
40,Male,Japan,3,5,4,7,5,1
40,Male,Japan,3,5,4,7,5,0
53,Female,British,6,7,10,8,6,1
53,Female,British,6,7,10,8,6,1
31,Female,British,9,7,6,9,10,0
31,Female,British,9,7,6,9,10,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
58,Female,Japan,4,5,6,7,8,0
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,0
22,Female,Japan,6,6,5,8,6,0
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,1
22,Female,Japan,6,6,5,8,6,0
22,Female,Japan,6,6,5,8,6,0
50,Male,British,4,5,10,8,3,0
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,0
50,Male,British,4,5,10,8,3,1
50,Male,British,4,5,10,8,3,0
50,Male,British,4,5,10,8,3,1
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,1
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,1
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,0
21,Female,British,6,7,7,8,10,0
49,Female,Japan,4,7,9,7,7,1
49,Female,Japan,4,7,9,7,7,1
49,Female,Japan,4,7,9,7,7,1
50,Female,Japan,4,5,7,9,6,0
50,Female,Japan,4,5,7,9,6,0
50,Female,Japan,4,5,7,9,6,0
42,Male,British,6,7,6,3,9,1
42,Male,British,6,7,6,3,9,1
42,Male,British,6,7,6,3,9,1
58,Male,Japan,6,5,6,6,8,1
58,Male,Japan,6,5,6,6,8,1
58,Male,Japan,6,5,6,6,8,1
58,Male,Japan,6,5,6,6,8,1
58,Male,Japan,6,5,6,6,8,1
58,Male,Japan,6,5,6,6,8,1
34,Female,Japan,8,4,7,5,8,1
34,Female,Japan,8,4,7,5,8,1
34,Female,Japan,8,4,7,5,8,1
34,Female,Japan,8,4,7,5,8,1
34,Female,Japan,8,4,7,5,8,1
34,Female,Japan,8,4,7,5,8,1
40,Female,British,3,6,8,8,6,1
40,Female,British,3,6,8,8,6,1
40,Female,British,3,6,8,8,6,1
40,Female,British,3,6,8,8,6,1
40,Female,British,3,6,8,8,6,1
40,Female,British,3,6,8,8,6,1
46,Male,British,9,4,9,5,9,1
46,Male,British,9,4,9,5,9,1
46,Male,British,9,4,9,5,9,1
46,Male,British,9,4,9,5,9,1
46,Male,British,9,4,9,5,9,1
46,Male,British,9,4,9,5,9,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
32,Male,Japan,4,5,8,7,7,1
32,Male,Japan,4,5,8,7,7,1
35,Male,Japan,10,6,10,8,9,1
35,Male,Japan,10,6,10,8,9,1
25,Male,British,6,8,8,8,6,0
25,Male,British,6,8,8,8,6,1
26,Male,British,5,7,5,6,5,1
26,Male,British,5,7,5,6,5,1
33,Female,Japan,5,6,6,8,8,1
33,Female,Japan,5,6,6,8,8,0
33,Female,Japan,5,6,6,8,8,1
33,Female,Japan,5,6,6,8,8,1
33,Female,Japan,5,6,6,8,8,1
55,Male,Japan,4,7,6,8,7,1
55,Male,Japan,4,7,6,8,7,0
55,Male,Japan,4,7,6,8,7,1
55,Male,Japan,4,7,6,8,7,1
55,Male,Japan,4,7,6,8,7,1
41,Male,British,5,9,8,7,8,0
41,Male,British,5,9,8,7,8,1
41,Male,British,5,9,8,7,8,1
41,Male,British,5,9,8,7,8,1
41,Male,British,5,9,8,7,8,1
30,Female,British,3,5,6,7,8,1
30,Female,British,3,5,6,7,8,0
30,Female,British,3,5,6,7,8,1
30,Female,British,3,5,6,7,8,1
30,Female,British,3,5,6,7,8,1
29,Other,Japan,3,7,6,7,7,0
39,Male,Japan,2,5,4,10,3,1
49,Female,British,4,8,7,8,9,1
24,Male,British,3,3,6,6,8,1
41,Female,Japan,4,5,5,7,10,0
48,Female,Japan,5,7,6,6,7,1
56,Male,British,3,9,4,2,3,1
38,Male,British,2,9,9,6,8,0
35,Female,Japan,8,8,6,6,10,1
35,Female,Japan,8,8,6,6,10,1
22,Male,Japan,5,5,7,7,8,1
22,Male,Japan,5,5,7,7,8,0
60,Male,British,7,4,6,8,5,0
60,Male,British,7,4,6,8,5,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
67,Male,Japan,6,6,9,6,8,0
67,Male,Japan,6,6,9,6,8,1
38,Female,Japan,5,6,6,8,6,0
38,Female,Japan,5,6,6,8,6,0
58,Male,British,8,6,9,4,5,0
58,Male,British,8,6,9,4,5,1
74,Female,British,7,9,8,5,10,0
74,Female,British,7,9,8,5,10,1
41,Female,Japan,6,8,8,5,7,1
53,Male,Japan,4,6,5,10,4,1
49,Female,British,4,10,9,6,6,1
35,Male,British,6,9,7,2,7,1
28,Male,Japan,7,3,3,4,7,1
28,Male,Japan,7,3,3,4,7,0
28,Male,Japan,7,3,3,4,7,1
60,Male,Japan,7,6,10,6,9,1
60,Male,Japan,7,6,10,6,9,1
31,Male,British,4,8,6,6,7,1
31,Male,British,4,8,6,6,7,1
20,Male,British,6,7,9,4,6,1
20,Male,British,6,7,9,4,6,1
49,Female,Japan,4,8,7,6,4,1
37,Male,Japan,3,4,5,7,4,1
59,Male,British,4,7,9,4,9,1
54,Male,British,5,5,6,7,6,1
37,Female,Japan,4,6,5,6,8,0
38,Female,Japan,6,7,5,10,4,0
42,Male,British,8,6,7,6,5,0
42,Male,British,8,6,7,6,5,1
41,Female,British,2,7,6,10,6,1
30,Male,Japan,8,6,7,4,5,1
42,Female,Japan,8,5,7,5,4,1
52,Male,British,5,8,6,6,6,1
38,Male,British,3,6,5,6,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,0
37,Female,Japan,7,6,6,9,8,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,0
20,Male,British,2,7,3,10,6,0
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
22,Male,Japan,5,5,7,7,8,0
22,Male,Japan,5,5,7,7,8,1
22,Male,Japan,5,5,7,7,8,0
22,Male,Japan,5,5,7,7,8,1
22,Male,Japan,5,5,7,7,8,0
22,Male,Japan,5,5,7,7,8,0
22,Male,Japan,5,5,7,7,8,1
22,Male,Japan,5,5,7,7,8,1
22,Male,Japan,5,5,7,7,8,0
22,Male,Japan,5,5,7,7,8,0
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,1
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,1
35,Female,Japan,8,8,6,6,10,0
35,Female,Japan,8,8,6,6,10,1
35,Female,Japan,8,8,6,6,10,1
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,1
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,0
30,Female,British,2,6,8,8,8,1
30,Female,British,2,6,8,8,8,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
60,Male,British,7,4,6,8,5,1
37,Male,Japan,7,6,5,6,8,1
37,Male,Japan,7,6,5,6,8,1
32,Female,Japan,9,10,5,8,9,0
32,Female,Japan,9,10,5,8,9,0
22,Male,British,3,7,7,8,9,1
22,Male,British,3,7,7,8,9,0
56,Female,British,10,10,10,2,10,1
56,Female,British,10,10,10,2,10,1
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,5,6,5,8,6,1
45,Male,Japan,5,6,5,8,6,1
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,5,6,5,8,6,1
45,Male,Japan,5,6,5,8,6,1
45,Male,Japan,5,6,5,8,6,1
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,6,6,6,7,8,0
45,Male,Japan,6,6,6,7,8,1
45,Male,Japan,6,6,6,7,8,1
45,Male,Japan,6,6,6,7,8,0
45,Male,Japan,6,6,6,7,8,1
45,Male,Japan,6,6,6,7,8,1
45,Male,Japan,6,6,6,7,8,1
45,Male,Japan,6,6,6,7,8,0
45,Male,Japan,6,6,6,7,8,0
45,Male,Japan,6,6,6,7,8,0
48,Female,British,7,7,8,7,8,0
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,0
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,0
48,Female,British,7,7,8,7,8,1
48,Female,British,7,7,8,7,8,1
50,Male,British,6,8,5,3,8,0
50,Male,British,6,8,5,3,8,1
50,Male,British,6,8,5,3,8,1
50,Male,British,6,8,5,3,8,0
50,Male,British,6,8,5,3,8,0
50,Male,British,6,8,5,3,8,1
50,Male,British,6,8,5,3,8,0
50,Male,British,6,8,5,3,8,0
50,Male,British,6,8,5,3,8,1
50,Male,British,6,8,5,3,8,0
38,Female,Japan,9,5,8,4,6,0
38,Female,Japan,9,5,8,4,6,0
38,Female,Japan,9,5,8,4,6,0
38,Female,Japan,9,5,8,4,6,1
38,Female,Japan,9,5,8,4,6,0
38,Female,Japan,9,5,8,4,6,0
42,Male,Japan,2,4,7,8,6,1
42,Male,Japan,2,4,7,8,6,1
42,Male,Japan,2,4,7,8,6,1
42,Male,Japan,2,4,7,8,6,0
42,Male,Japan,2,4,7,8,6,0
42,Male,Japan,2,4,7,8,6,1
21,Male,British,10,9,5,3,6,1
21,Male,British,10,9,5,3,6,1
21,Male,British,10,9,5,3,6,1
21,Male,British,10,9,5,3,6,1
21,Male,British,10,9,5,3,6,1
21,Male,British,10,9,5,3,6,1
27,Male,British,6,8,8,6,6,1
27,Male,British,6,8,8,6,6,1
27,Male,British,6,8,8,6,6,0
27,Male,British,6,8,8,6,6,0
27,Male,British,6,8,8,6,6,0
27,Male,British,6,8,8,6,6,0
26,Female,Japan,6,4,4,6,8,0
26,Female,Japan,6,4,4,6,8,0
26,Female,Japan,6,4,4,6,8,0
47,Male,Japan,7,9,4,5,8,1
47,Male,Japan,7,9,4,5,8,1
47,Male,Japan,7,9,4,5,8,1
19,Male,British,6,6,9,8,8,1
19,Male,British,6,6,9,8,8,1
19,Male,British,6,6,9,8,8,1
34,Female,British,4,10,5,10,6,1
34,Female,British,4,10,5,10,6,1
34,Female,British,4,10,5,10,6,1
58,Female,Japan,5,5,7,9,7,0
41,Male,Japan,4,5,4,7,4,0
24,Male,British,6,7,8,8,7,1
29,Female,British,5,9,3,7,8,1
33,Female,British,4,4,7,7,7,0
33,Female,British,4,4,7,7,7,1
36,Male,Japan,5,4,6,7,8,1
27,Female,Japan,4,7,5,9,10,0
30,Male,British,6,6,9,4,9,1
30,Male,British,3,4,9,5,6,1
54,Male,Japan,4,6,4,8,6,1
54,Male,Japan,4,6,4,8,6,0
54,Male,Japan,4,6,4,8,6,1
54,Male,Japan,4,6,4,8,6,0
54,Male,Japan,4,6,4,8,6,1
54,Male,Japan,4,6,4,8,6,0
29,Female,Japan,8,6,9,3,6,1
29,Female,Japan,8,6,9,3,6,1
29,Female,Japan,8,6,9,3,6,1
29,Female,Japan,8,6,9,3,6,1
29,Female,Japan,8,6,9,3,6,1
29,Female,Japan,8,6,9,3,6,1
28,Male,British,5,8,6,5,7,1
28,Male,British,5,8,6,5,7,1
28,Male,British,5,8,6,5,7,1
28,Male,British,5,8,6,5,7,1
28,Male,British,5,8,6,5,7,1
28,Male,British,5,8,6,5,7,1
33,Male,British,9,5,10,4,10,1
33,Male,British,9,5,10,4,10,1
33,Male,British,9,5,10,4,10,1
33,Male,British,9,5,10,4,10,1
33,Male,British,9,5,10,4,10,1
33,Male,British,9,5,10,4,10,1
36,Male,British,8,7,8,4,7,0
36,Male,British,8,7,8,4,7,0
36,Male,British,8,7,8,4,7,0
36,Male,British,8,7,8,4,7,0
36,Male,British,8,7,8,4,7,0
36,Male,British,8,7,8,4,7,0
38,Female,Japan,5,8,5,6,9,1
38,Female,Japan,5,8,5,6,9,0
38,Female,Japan,5,8,5,6,9,1
66,Male,Japan,4,6,8,7,8,1
66,Male,Japan,4,6,8,7,8,1
66,Male,Japan,4,6,8,7,8,1
37,Female,British,6,6,9,2,9,1
37,Female,British,6,6,9,2,9,1
37,Female,British,6,6,9,2,9,1
37,Female,British,6,6,9,2,9,1
37,Female,British,6,6,9,2,9,1
41,Female,British,7,5,9,3,7,1
41,Female,British,7,5,9,3,7,1
41,Female,British,7,5,9,3,7,1
32,Female,Japan,9,10,5,8,9,0
32,Female,Japan,9,10,5,8,9,0
37,Male,Japan,7,6,5,6,8,0
37,Male,Japan,7,6,5,6,8,0
22,Male,British,3,7,7,8,9,1
22,Male,British,3,7,7,8,9,1
56,Female,British,10,10,10,2,10,0
56,Female,British,10,10,10,2,10,1
38,Male,Japan,6,6,6,7,6,0
38,Male,Japan,6,6,6,7,6,0
39,Female,Japan,3,4,5,9,8,1
39,Female,Japan,3,4,5,9,8,1
39,Female,Japan,3,4,5,9,8,1
30,Female,British,6,6,8,5,8,1
30,Female,British,6,6,8,5,8,1
31,Male,British,4,4,5,8,10,1
31,Male,British,4,4,5,8,10,1
31,Male,British,4,4,5,8,10,1
47,Male,Japan,8,4,8,6,8,0
25,Female,Japan,4,6,9,7,4,0
50,Male,British,4,4,8,6,9,1
39,Male,British,4,6,8,5,9,1
32,Male,Japan,3,8,5,3,2,1
32,Male,Japan,3,8,5,3,2,1
32,Male,Japan,3,8,5,3,2,1
32,Male,Japan,3,8,5,3,2,1
26,Male,Japan,9,6,6,7,10,1
26,Male,Japan,9,6,6,7,10,1
26,Male,Japan,9,6,6,7,10,1
26,Male,Japan,9,6,6,7,10,1
52,Male,British,5,8,8,6,8,1
52,Male,British,5,8,8,6,8,1
52,Male,British,5,8,8,6,8,1
52,Male,British,5,8,8,6,8,1
28,Female,British,4,8,6,8,10,1
28,Female,British,4,8,6,8,10,1
28,Female,British,4,8,6,8,10,1
28,Female,British,4,8,6,8,10,1
55,Female,Japan,2,5,5,9,7,1
55,Female,Japan,2,5,5,9,7,1
55,Female,Japan,2,5,5,9,7,1
30,Female,Japan,4,5,4,8,9,0
30,Female,Japan,4,5,4,8,9,0
30,Male,British,6,8,6,6,6,1
30,Male,British,6,8,6,6,6,1
23,Male,British,8,8,8,4,8,1
23,Male,British,8,8,8,4,8,1
37,Male,Japan,2,6,6,7,8,0
25,Male,Japan,5,6,7,7,6,0
33,Female,British,6,5,8,5,5,1
75,Female,British,8,6,7,5,7,1
32,Female,Japan,3,2,6,9,4,1
32,Female,Japan,3,2,6,9,4,1
53,Female,Japan,3,6,4,10,8,1
53,Female,Japan,3,6,4,10,8,1
35,Male,British,7,7,8,6,7,1
35,Male,British,7,7,8,6,7,1
40,Female,British,4,5,4,8,10,1
40,Female,British,4,5,4,8,10,1
40,Male,Japan,3,5,4,7,5,0
40,Male,Japan,3,5,4,7,5,0
35,Female,Japan,4,6,7,8,9,1
35,Female,Japan,4,6,7,8,9,1
31,Female,British,9,7,6,9,10,1
31,Female,British,9,7,6,9,10,0
53,Female,British,6,7,10,8,6,1
53,Female,British,6,7,10,8,6,1
40,Male,Japan,6,6,6,8,4,1
40,Male,Japan,6,6,6,8,4,0
34,Male,Japan,7,7,6,7,6,1
34,Male,Japan,7,7,6,7,6,1
43,Male,Japan,5,6,5,9,6,1
43,Male,Japan,5,6,5,9,6,1
31,Male,British,6,6,6,5,6,1
31,Male,British,6,6,6,5,6,1
39,Female,British,3,6,9,6,9,1
39,Female,British,3,6,9,6,9,1
29,Male,British,5,10,10,6,8,1
29,Male,British,5,10,10,6,8,1
29,Female,Japan,3,6,6,6,8,1
29,Female,Japan,3,6,6,6,8,1
29,Female,Japan,3,6,6,6,8,1
29,Female,Japan,3,6,6,6,8,1
29,Female,Japan,3,6,6,6,8,1
29,Female,Japan,3,6,6,6,8,1
38,Female,Japan,4,6,7,7,10,1
38,Female,Japan,4,6,7,7,10,1
38,Female,Japan,4,6,7,7,10,1
38,Female,Japan,4,6,7,7,10,1
38,Female,Japan,4,6,7,7,10,1
38,Female,Japan,4,6,7,7,10,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
50,Male,Japan,7,4,10,7,7,1
47,Male,Japan,4,8,5,7,3,1
47,Male,Japan,4,8,5,7,3,1
47,Male,Japan,4,8,5,7,3,1
47,Male,Japan,4,8,5,7,3,1
47,Male,Japan,4,8,5,7,3,1
47,Male,Japan,4,8,5,7,3,1
25,Female,British,6,7,5,7,7,1
25,Female,British,6,7,5,7,7,1
25,Female,British,6,7,5,7,7,1
25,Female,British,6,7,5,7,7,1
25,Female,British,6,7,5,7,7,1
25,Female,British,6,7,5,7,7,1
65,Male,British,8,3,9,2,6,1
65,Male,British,8,3,9,2,6,1
65,Male,British,8,3,9,2,6,1
65,Male,British,8,3,9,2,6,1
65,Male,British,8,3,9,2,6,1
65,Male,British,8,3,9,2,6,1
30,Male,Japan,6,8,4,9,10,0
36,Female,Japan,2,5,2,9,9,1
45,Male,British,5,9,5,5,5,1
67,Male,British,4,9,6,4,9,1
34,Male,Japan,7,7,6,7,6,0
34,Male,Japan,7,7,6,7,6,1
40,Male,Japan,6,6,6,8,4,0
40,Male,Japan,6,6,6,8,4,0
43,Male,Japan,5,6,5,9,6,1
43,Male,Japan,5,6,5,9,6,0
29,Male,British,5,10,10,6,8,1
29,Male,British,5,10,10,6,8,1
31,Male,British,6,6,6,5,6,0
31,Male,British,6,6,6,5,6,0
39,Female,British,3,6,9,6,9,1
39,Female,British,3,6,9,6,9,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
26,Male,Japan,8,4,8,5,7,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
40,Female,Japan,7,6,4,6,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
42,Male,British,2,7,5,4,6,1
23,Male,British,4,10,7,6,8,1
23,Male,British,4,10,7,6,8,0
23,Male,British,4,10,7,6,8,1
33,Male,Japan,3,2,4,7,10,1
33,Male,Japan,3,2,4,7,10,1
33,Male,Japan,3,2,4,7,10,1
33,Male,Japan,3,2,4,7,10,1
33,Male,Japan,2,7,6,10,8,1
33,Male,Japan,2,7,6,10,8,1
33,Male,Japan,2,7,6,10,8,1
51,Male,British,2,7,8,9,5,1
51,Male,British,2,7,8,9,5,1
51,Male,British,2,7,8,9,5,1
33,Male,British,7,7,8,5,6,1
33,Male,British,7,7,8,5,6,1
33,Male,British,7,7,8,5,6,1
40,Female,Japan,2,6,6,8,2,1
40,Female,Japan,2,6,6,8,2,1
39,Male,Japan,7,7,10,7,3,1
39,Male,Japan,7,7,10,7,3,1
9,Female,British,5,7,10,7,7,1
9,Female,British,5,7,10,7,7,1
40,Male,British,6,6,6,7,5,1
40,Male,British,6,6,6,7,5,1
42,Male,Japan,4,6,10,8,6,1
49,Male,Japan,5,3,6,8,8,0
23,Male,British,7,6,9,4,9,1
25,Male,British,6,7,8,6,6,1
32,Male,Japan,3,7,7,4,8,0
32,Female,Japan,4,6,6,9,8,0
27,Male,British,5,7,9,6,8,0
58,Male,British,2,5,5,8,10,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,1
37,Female,Japan,7,6,6,9,8,0
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,1
24,Male,Japan,6,4,7,9,6,0
25,Female,British,6,9,6,9,4,1
25,Female,British,6,9,6,9,4,0
25,Female,British,6,9,6,9,4,0
25,Female,British,6,9,6,9,4,0
20,Male,British,2,7,3,10,6,0
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,1
20,Male,British,2,7,3,10,6,0
45,Male,Japan,5,6,5,8,6,0
45,Male,Japan,6,6,6,7,8,1
50,Male,British,6,8,5,3,8,1
48,Female,British,7,7,8,7,8,1
49,Male,Japan,6,4,8,6,8,1
49,Male,Japan,6,4,8,6,8,1
49,Male,Japan,6,4,8,6,8,1
49,Male,Japan,6,4,8,6,8,0
41,Female,Japan,4,6,6,8,9,0
41,Female,Japan,4,6,6,8,9,0
41,Female,Japan,4,6,6,8,9,0
41,Female,Japan,4,6,6,8,9,0
30,Male,British,9,10,6,4,9,1
30,Male,British,9,10,6,4,9,1
30,Male,British,9,10,6,4,9,1
30,Male,British,9,10,6,4,9,1
36,Male,British,6,3,8,7,9,0
36,Male,British,6,3,8,7,9,0
36,Male,British,6,3,8,7,9,1
36,Male,British,6,3,8,7,9,1
