category,informationType,informativeness,sharing,age,gender,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originCategory,datasetName,id,bbox
Human face,0,5,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human face,OpenImages,30aa53f05602d3ec_Human face,"[0, 0, 0, 0]"
Human hair,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human hair,OpenImages,30aa53f05602d3ec_Human hair,"[0, 0, 0, 0]"
Glasses,2,3,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Glasses,OpenImages,30aa53f05602d3ec_Glasses,"[0, 0, 0, 0]"
Girl,0,5,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Girl,OpenImages,30aa53f05602d3ec_Girl,"[0, 0, 0, 0]"
Human nose,0,3,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human nose,OpenImages,30aa53f05602d3ec_Human nose,"[0, 0, 0, 0]"
Clothing,0,3,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Clothing,OpenImages,30aa53f05602d3ec_Clothing,"[0, 0, 0, 0]"
Human body,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human body,OpenImages,30aa53f05602d3ec_Human body,"[0, 0, 0, 0]"
Human head,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human head,OpenImages,30aa53f05602d3ec_Human head,"[0, 0, 0, 0]"
Human eye,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human eye,OpenImages,30aa53f05602d3ec_Human eye,"[0, 0, 0, 0]"
Human hand,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human hand,OpenImages,30aa53f05602d3ec_Human hand,"[0, 0, 0, 0]"
Mammal,0,3,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Mammal,OpenImages,30aa53f05602d3ec_Mammal,"[0, 0, 0, 0]"
Human ear,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human ear,OpenImages,30aa53f05602d3ec_Human ear,"[0, 0, 0, 0]"
Human mouth,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human mouth,OpenImages,30aa53f05602d3ec_Human mouth,"[0, 0, 0, 0]"
Human beard,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human beard,OpenImages,30aa53f05602d3ec_Human beard,"[0, 0, 0, 0]"
Human arm,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Human arm,OpenImages,30aa53f05602d3ec_Human arm,"[0, 0, 0, 0]"
Woman,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Woman,OpenImages,30aa53f05602d3ec_Woman,"[0, 0, 0, 0]"
Man,0,4,0,21,Female,CrowdWorks,3,7,6,9,5,30aa53f05602d3ec.jpg,Man,OpenImages,30aa53f05602d3ec_Man,"[0, 0, 0, 0]"
Human face,0,5,1,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Human face,OpenImages,30aa53f05602d3ec_Human face,"[0, 0, 0, 0]"
Girl,0,6,1,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Girl,OpenImages,30aa53f05602d3ec_Girl,"[0, 0, 0, 0]"
Human body,0,6,0,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Human body,OpenImages,30aa53f05602d3ec_Human body,"[0, 0, 0, 0]"
Human eye,0,6,1,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Human eye,OpenImages,30aa53f05602d3ec_Human eye,"[0, 0, 0, 0]"
Woman,0,5,1,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Woman,OpenImages,30aa53f05602d3ec_Woman,"[0, 0, 0, 0]"
Man,0,5,1,44,Female,Prolific,8,10,10,5,6,30aa53f05602d3ec.jpg,Man,OpenImages,30aa53f05602d3ec_Man,"[0, 0, 0, 0]"
Human face,0,3,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Human face,OpenImages,0222c555d2c21a2f_Human face,"[0, 0, 0, 0]"
Clothing,3,4,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Clothing,OpenImages,0222c555d2c21a2f_Clothing,"[0, 0, 0, 0]"
Human body,0,5,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Human body,OpenImages,0222c555d2c21a2f_Human body,"[0, 0, 0, 0]"
Human head,0,3,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Human head,OpenImages,0222c555d2c21a2f_Human head,"[0, 0, 0, 0]"
Mammal,0,5,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Mammal,OpenImages,0222c555d2c21a2f_Mammal,"[0, 0, 0, 0]"
Man,0,5,0,49,Male,CrowdWorks,3,3,4,10,6,0222c555d2c21a2f.jpg,Man,OpenImages,0222c555d2c21a2f_Man,"[0, 0, 0, 0]"
cigarette,2,4,1,23,Female,Prolific,6,8,7,6,6,31504.jpg,cigarette,LVIS,31504_cigarette,"[0, 0, 0, 0]"
handbag,3,4,1,23,Female,Prolific,6,8,7,6,6,31504.jpg,handbag,LVIS,31504_handbag,"[0, 0, 0, 0]"
cellular_telephone,2,3,1,23,Female,Prolific,6,8,7,6,6,31504.jpg,cellular_telephone,LVIS,31504_cellular_telephone,"[0, 0, 0, 0]"
backpack,0,4,2,28,Female,CrowdWorks,5,8,10,3,7,180578.jpg,backpack,LVIS,180578_backpack,"[0, 0, 0, 0]"
trash_can,2,4,0,28,Female,CrowdWorks,5,8,10,3,7,180578.jpg,trash_can,LVIS,180578_trash_can,"[0, 0, 0, 0]"
suitcase,0,4,2,28,Female,CrowdWorks,5,8,10,3,7,180578.jpg,suitcase,LVIS,180578_suitcase,"[0, 0, 0, 0]"
painting,1,4,1,28,Female,CrowdWorks,5,8,10,3,7,180578.jpg,painting,LVIS,180578_painting,"[0, 0, 0, 0]"
coat,1,1,1,55,Female,CrowdWorks,4,6,8,7,6,121393.jpg,coat,LVIS,121393_coat,"[0, 0, 0, 0]"
signboard,1,2,2,36,Female,Prolific,2,6,6,9,5,121393.jpg,signboard,LVIS,121393_signboard,"[0, 0, 0, 0]"
book,2,4,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,book,LVIS,123633_book,"[0, 0, 0, 0]"
shirt,0,5,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,shirt,LVIS,123633_shirt,"[0, 0, 0, 0]"
doorknob,2,4,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,doorknob,LVIS,123633_doorknob,"[0, 0, 0, 0]"
trousers,2,4,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,trousers,LVIS,123633_trousers,"[0, 0, 0, 0]"
broach,2,4,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,broach,LVIS,123633_broach,"[0, 0, 0, 0]"
bucket,2,4,1,49,Female,CrowdWorks,4,6,7,7,7,123633.jpg,bucket,LVIS,123633_bucket,"[0, 0, 0, 0]"
book,1,2,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,book,LVIS,123633_book,"[0, 0, 0, 0]"
vent,1,1,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,vent,LVIS,123633_vent,"[0, 0, 0, 0]"
handle,1,1,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,handle,LVIS,123633_handle,"[0, 0, 0, 0]"
shirt,3,5,1,28,Female,Prolific,5,6,7,5,6,123633.jpg,shirt,LVIS,123633_shirt,"[0, 0, 0, 0]"
doorknob,1,2,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,doorknob,LVIS,123633_doorknob,"[0, 0, 0, 0]"
trousers,2,4,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,trousers,LVIS,123633_trousers,"[0, 0, 0, 0]"
crayon,2,4,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,crayon,LVIS,123633_crayon,"[0, 0, 0, 0]"
broach,2,4,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,broach,LVIS,123633_broach,"[0, 0, 0, 0]"
scissors,3,4,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,scissors,LVIS,123633_scissors,"[0, 0, 0, 0]"
bucket,2,2,0,28,Female,Prolific,5,6,7,5,6,123633.jpg,bucket,LVIS,123633_bucket,"[0, 0, 0, 0]"
identity,1,5,1,36,Other,CrowdWorks,3,7,6,7,4,06284d94e5969535.jpg,identity,OpenImages,06284d94e5969535_identity,"[0, 0, 0, 0]"
House,1,3,1,63,Female,CrowdWorks,8,7,7,4,8,2ed000d799794d71.jpg,House,OpenImages,2ed000d799794d71_House,"[0, 0, 0, 0]"
Window,1,3,1,63,Female,CrowdWorks,8,7,7,4,8,2ed000d799794d71.jpg,Window,OpenImages,2ed000d799794d71_Window,"[0, 0, 0, 0]"
Cat,2,6,1,26,Male,Prolific,5,7,7,9,9,2ed000d799794d71.jpg,Cat,OpenImages,2ed000d799794d71_Cat,"[0, 0, 0, 0]"
House,1,6,1,26,Male,Prolific,5,7,7,9,9,2ed000d799794d71.jpg,House,OpenImages,2ed000d799794d71_House,"[0, 0, 0, 0]"
Window,1,6,1,26,Male,Prolific,5,7,7,9,9,2ed000d799794d71.jpg,Window,OpenImages,2ed000d799794d71_Window,"[0, 0, 0, 0]"
Bed,2,6,3,26,Male,Prolific,5,7,7,9,9,2ed000d799794d71.jpg,Bed,OpenImages,2ed000d799794d71_Bed,"[0, 0, 0, 0]"
streetlight,1,1,3,24,Male,CrowdWorks,3,5,4,9,6,111660.jpg,streetlight,LVIS,111660_streetlight,"[0, 0, 0, 0]"
pole,1,4,1,24,Male,CrowdWorks,3,5,4,9,6,111660.jpg,pole,LVIS,111660_pole,"[0, 0, 0, 0]"
traffic_light,1,0,3,24,Male,CrowdWorks,3,5,4,9,6,111660.jpg,traffic_light,LVIS,111660_traffic_light,"[0, 0, 0, 0]"
pole,1,1,2,22,Male,Prolific,5,8,8,5,6,111660.jpg,pole,LVIS,111660_pole,"[0, 0, 0, 0]"
Person,0,4,0,38,Male,CrowdWorks,3,7,3,6,4,3b3e654360810aad.jpg,Person,OpenImages,3b3e654360810aad_Person,"[0, 0, 0, 0]"
Computer monitor,2,5,0,42,Male,CrowdWorks,3,6,5,7,5,14dab1085d21f94a.jpg,Computer monitor,OpenImages,14dab1085d21f94a_Computer monitor,"[0, 0, 0, 0]"
Person,0,5,0,42,Male,CrowdWorks,3,6,5,7,5,14dab1085d21f94a.jpg,Person,OpenImages,14dab1085d21f94a_Person,"[0, 0, 0, 0]"
Computer monitor,0,5,1,24,Male,Prolific,4,4,7,6,7,14dab1085d21f94a.jpg,Computer monitor,OpenImages,14dab1085d21f94a_Computer monitor,"[0, 0, 0, 0]"
Person,0,4,2,24,Male,Prolific,4,4,7,6,7,14dab1085d21f94a.jpg,Person,OpenImages,14dab1085d21f94a_Person,"[0, 0, 0, 0]"
license_plate,1,4,2,46,Female,CrowdWorks,8,7,7,6,7,171298.jpg,license_plate,LVIS,171298_license_plate,"[0, 0, 0, 0]"
person,0,2,2,23,Male,Prolific,7,8,6,4,7,158823.jpg,person,LVIS,158823_person,"[0, 0, 0, 0]"
Building,1,6,1,55,Female,CrowdWorks,7,3,10,9,10,5a883350d0ae01a3.jpg,Building,OpenImages,5a883350d0ae01a3_Building,"[0, 0, 0, 0]"
Table,2,6,1,55,Female,CrowdWorks,7,3,10,9,10,5a883350d0ae01a3.jpg,Table,OpenImages,5a883350d0ae01a3_Table,"[0, 0, 0, 0]"
Desk,2,3,1,55,Female,CrowdWorks,7,3,10,9,10,5a883350d0ae01a3.jpg,Desk,OpenImages,5a883350d0ae01a3_Desk,"[0, 0, 0, 0]"
lamp,1,3,0,28,Female,CrowdWorks,3,6,3,9,6,13856.jpg,lamp,LVIS,13856_lamp,"[0, 0, 0, 0]"
scarf,0,3,0,28,Female,CrowdWorks,3,6,3,9,6,13856.jpg,scarf,LVIS,13856_scarf,"[0, 0, 0, 0]"
ring,3,3,0,28,Female,CrowdWorks,3,6,3,9,6,13856.jpg,ring,LVIS,13856_ring,"[0, 0, 0, 0]"
necklace,0,4,3,45,Female,CrowdWorks,3,8,10,8,6,12614.jpg,necklace,LVIS,12614_necklace,"[0, 0, 0, 0]"
necktie,0,4,3,45,Female,CrowdWorks,3,8,10,8,6,12614.jpg,necktie,LVIS,12614_necktie,"[0, 0, 0, 0]"
dress,0,4,3,45,Female,CrowdWorks,3,8,10,8,6,12614.jpg,dress,LVIS,12614_dress,"[0, 0, 0, 0]"
earring,0,5,1,29,Male,Prolific,7,8,8,6,6,12614.jpg,earring,LVIS,12614_earring,"[0, 0, 0, 0]"
necklace,0,5,1,29,Male,Prolific,7,8,8,6,6,12614.jpg,necklace,LVIS,12614_necklace,"[0, 0, 0, 0]"
necktie,0,4,1,29,Male,Prolific,7,8,8,6,6,12614.jpg,necktie,LVIS,12614_necktie,"[0, 0, 0, 0]"
pillow,3,4,2,29,Male,Prolific,7,8,8,6,6,12614.jpg,pillow,LVIS,12614_pillow,"[0, 0, 0, 0]"
dress,0,4,1,29,Male,Prolific,7,8,8,6,6,12614.jpg,dress,LVIS,12614_dress,"[0, 0, 0, 0]"
Human face,0,4,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Human face,OpenImages,021fffa3d66f9b77_Human face,"[0, 0, 0, 0]"
Dress,2,3,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Dress,OpenImages,021fffa3d66f9b77_Dress,"[0, 0, 0, 0]"
Suit,2,4,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Suit,OpenImages,021fffa3d66f9b77_Suit,"[0, 0, 0, 0]"
Human hair,0,3,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Human hair,OpenImages,021fffa3d66f9b77_Human hair,"[0, 0, 0, 0]"
Girl,0,6,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Girl,OpenImages,021fffa3d66f9b77_Girl,"[0, 0, 0, 0]"
Clothing,0,3,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Clothing,OpenImages,021fffa3d66f9b77_Clothing,"[0, 0, 0, 0]"
Human body,2,2,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Human body,OpenImages,021fffa3d66f9b77_Human body,"[0, 0, 0, 0]"
Mammal,0,2,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Mammal,OpenImages,021fffa3d66f9b77_Mammal,"[0, 0, 0, 0]"
Footwear,0,2,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Footwear,OpenImages,021fffa3d66f9b77_Footwear,"[0, 0, 0, 0]"
Woman,0,6,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Woman,OpenImages,021fffa3d66f9b77_Woman,"[0, 0, 0, 0]"
Man,0,5,1,42,Female,CrowdWorks,4,7,5,9,8,021fffa3d66f9b77.jpg,Man,OpenImages,021fffa3d66f9b77_Man,"[0, 0, 0, 0]"
Human face,0,6,1,32,Male,Prolific,2,8,4,5,9,021fffa3d66f9b77.jpg,Human face,OpenImages,021fffa3d66f9b77_Human face,"[0, 0, 0, 0]"
Girl,0,6,1,32,Male,Prolific,2,8,4,5,9,021fffa3d66f9b77.jpg,Girl,OpenImages,021fffa3d66f9b77_Girl,"[0, 0, 0, 0]"
Woman,0,6,1,32,Male,Prolific,2,8,4,5,9,021fffa3d66f9b77.jpg,Woman,OpenImages,021fffa3d66f9b77_Woman,"[0, 0, 0, 0]"
Man,0,6,1,32,Male,Prolific,2,8,4,5,9,021fffa3d66f9b77.jpg,Man,OpenImages,021fffa3d66f9b77_Man,"[0, 0, 0, 0]"
awning,1,0,2,44,Male,CrowdWorks,3,6,9,8,4,160535.jpg,awning,LVIS,160535_awning,"[0, 0, 0, 0]"
hat,2,0,2,44,Male,CrowdWorks,3,6,9,8,4,160535.jpg,hat,LVIS,160535_hat,"[0, 0, 0, 0]"
pole,1,0,2,44,Male,CrowdWorks,3,6,9,8,4,160535.jpg,pole,LVIS,160535_pole,"[0, 0, 0, 0]"
person,0,6,0,44,Male,CrowdWorks,3,6,9,8,4,160535.jpg,person,LVIS,160535_person,"[0, 0, 0, 0]"
baby_buggy,2,1,2,44,Male,CrowdWorks,3,6,9,8,4,160535.jpg,baby_buggy,LVIS,160535_baby_buggy,"[0, 0, 0, 0]"
person,0,5,2,32,Male,Prolific,3,3,6,7,9,160535.jpg,person,LVIS,160535_person,"[0, 0, 0, 0]"
sofa,1,3,1,22,Female,Prolific,6,5,5,5,5,459121.jpg,sofa,LVIS,459121_sofa,"[0, 0, 0, 0]"
television_set,1,3,1,22,Female,Prolific,6,5,5,5,5,459121.jpg,television_set,LVIS,459121_television_set,"[0, 0, 0, 0]"
guitar,1,3,1,22,Female,Prolific,6,5,5,5,5,459121.jpg,guitar,LVIS,459121_guitar,"[0, 0, 0, 0]"
Person,0,5,0,37,Male,CrowdWorks,8,6,8,8,6,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_Person,"[0, 0, 0, 0]"
Person,0,3,1,22,Female,Prolific,6,5,5,5,5,79ca3f2ab67af190.jpg,Person,OpenImages,79ca3f2ab67af190_Person,"[0, 0, 0, 0]"
Musical keyboard,2,4,1,22,Female,Prolific,6,5,5,5,5,79ca3f2ab67af190.jpg,Musical keyboard,OpenImages,79ca3f2ab67af190_Musical keyboard,"[0, 0, 0, 0]"
Computer monitor,2,1,2,36,Male,CrowdWorks,4,5,6,8,8,55de29cb9397635f.jpg,Computer monitor,OpenImages,55de29cb9397635f_Computer monitor,"[0, 0, 0, 0]"
identity,0,5,0,28,Female,CrowdWorks,6,2,6,6,6,00018457a4aafe75.jpg,identity,OpenImages,00018457a4aafe75_identity,"[0, 0, 0, 0]"
identity,0,6,0,39,Female,Prolific,4,4,8,10,10,00018457a4aafe75.jpg,identity,OpenImages,00018457a4aafe75_identity,"[0, 0, 0, 0]"
dog,0,3,0,42,Female,CrowdWorks,5,6,8,5,7,152965.jpg,dog,LVIS,152965_dog,"[0, 0, 0, 0]"
drawer,2,3,1,28,Female,Prolific,8,8,5,9,8,152965.jpg,drawer,LVIS,152965_drawer,"[0, 0, 0, 0]"
napkin,2,3,1,28,Female,Prolific,8,8,5,9,8,152965.jpg,napkin,LVIS,152965_napkin,"[0, 0, 0, 0]"
tag,0,4,1,28,Female,Prolific,8,8,5,9,8,152965.jpg,tag,LVIS,152965_tag,"[0, 0, 0, 0]"
pitcher_(vessel_for_liquid),0,3,1,28,Female,Prolific,8,8,5,9,8,152965.jpg,pitcher_(vessel_for_liquid),LVIS,152965_pitcher_(vessel_for_liquid),"[0, 0, 0, 0]"
dog,3,4,1,28,Female,Prolific,8,8,5,9,8,152965.jpg,dog,LVIS,152965_dog,"[0, 0, 0, 0]"
laptop_computer,0,5,0,46,Female,Prolific,4,6,7,6,6,112798.jpg,laptop_computer,LVIS,112798_laptop_computer,"[0, 0, 0, 0]"
Building,1,4,1,30,Female,CrowdWorks,3,4,8,9,10,13ae232e3bf907fd.jpg,Building,OpenImages,13ae232e3bf907fd_Building,"[0, 0, 0, 0]"
Table,1,4,1,30,Female,CrowdWorks,3,4,8,9,10,13ae232e3bf907fd.jpg,Table,OpenImages,13ae232e3bf907fd_Table,"[0, 0, 0, 0]"
Sports equipment,1,4,1,30,Female,CrowdWorks,3,4,8,9,10,13ae232e3bf907fd.jpg,Sports equipment,OpenImages,13ae232e3bf907fd_Sports equipment,"[0, 0, 0, 0]"
chandelier,1,4,1,64,Female,Prolific,3,8,9,8,10,119337.jpg,chandelier,LVIS,119337_chandelier,"[0, 0, 0, 0]"
necklace,0,3,1,64,Female,Prolific,3,8,9,8,10,119337.jpg,necklace,LVIS,119337_necklace,"[0, 0, 0, 0]"
dress,0,5,1,64,Female,Prolific,3,8,9,8,10,119337.jpg,dress,LVIS,119337_dress,"[0, 0, 0, 0]"
wristband,0,3,1,64,Female,Prolific,3,8,9,8,10,119337.jpg,wristband,LVIS,119337_wristband,"[0, 0, 0, 0]"
Dog,2,3,2,39,Female,Prolific,5,5,5,3,3,02ef01f6d6a665ac.jpg,Dog,OpenImages,02ef01f6d6a665ac_Dog,"[0, 0, 0, 0]"
basket,2,2,0,35,Female,CrowdWorks,8,8,8,10,8,195842.jpg,basket,LVIS,195842_basket,"[0, 0, 0, 0]"
coffee_table,2,4,0,35,Female,CrowdWorks,8,8,8,10,8,195842.jpg,coffee_table,LVIS,195842_coffee_table,"[0, 0, 0, 0]"
pillow,2,0,1,35,Female,CrowdWorks,8,8,8,10,8,195842.jpg,pillow,LVIS,195842_pillow,"[0, 0, 0, 0]"
Human face,0,5,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human face,OpenImages,2afcec1f707608d2_Human face,"[0, 0, 0, 0]"
Human hair,0,4,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human hair,OpenImages,2afcec1f707608d2_Human hair,"[0, 0, 0, 0]"
Girl,0,4,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Girl,OpenImages,2afcec1f707608d2_Girl,"[0, 0, 0, 0]"
Human body,0,1,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human body,OpenImages,2afcec1f707608d2_Human body,"[0, 0, 0, 0]"
Human head,0,4,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human head,OpenImages,2afcec1f707608d2_Human head,"[0, 0, 0, 0]"
Human mouth,0,1,0,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human mouth,OpenImages,2afcec1f707608d2_Human mouth,"[0, 0, 0, 0]"
Human arm,0,1,0,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Human arm,OpenImages,2afcec1f707608d2_Human arm,"[0, 0, 0, 0]"
Woman,0,6,1,63,Female,CrowdWorks,8,7,7,4,8,2afcec1f707608d2.jpg,Woman,OpenImages,2afcec1f707608d2_Woman,"[0, 0, 0, 0]"
Human face,0,5,1,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human face,OpenImages,2afcec1f707608d2_Human face,"[0, 0, 0, 0]"
Chair,1,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Chair,OpenImages,2afcec1f707608d2_Chair,"[0, 0, 0, 0]"
Human hair,0,0,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human hair,OpenImages,2afcec1f707608d2_Human hair,"[0, 0, 0, 0]"
Cake,3,6,1,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Cake,OpenImages,2afcec1f707608d2_Cake,"[0, 0, 0, 0]"
Girl,0,6,1,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Girl,OpenImages,2afcec1f707608d2_Girl,"[0, 0, 0, 0]"
Baked goods,2,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Baked goods,OpenImages,2afcec1f707608d2_Baked goods,"[0, 0, 0, 0]"
Clothing,2,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Clothing,OpenImages,2afcec1f707608d2_Clothing,"[0, 0, 0, 0]"
Human body,0,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human body,OpenImages,2afcec1f707608d2_Human body,"[0, 0, 0, 0]"
Human head,0,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human head,OpenImages,2afcec1f707608d2_Human head,"[0, 0, 0, 0]"
Table,1,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Table,OpenImages,2afcec1f707608d2_Table,"[0, 0, 0, 0]"
Human mouth,0,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human mouth,OpenImages,2afcec1f707608d2_Human mouth,"[0, 0, 0, 0]"
Human arm,0,6,0,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Human arm,OpenImages,2afcec1f707608d2_Human arm,"[0, 0, 0, 0]"
Woman,0,6,1,26,Male,Prolific,5,7,7,9,9,2afcec1f707608d2.jpg,Woman,OpenImages,2afcec1f707608d2_Woman,"[0, 0, 0, 0]"
bullet_train,1,3,2,32,Female,CrowdWorks,6,6,8,9,8,177922.jpg,bullet_train,LVIS,177922_bullet_train,"[0, 0, 0, 0]"
car_(automobile),1,2,2,32,Female,CrowdWorks,6,6,8,9,8,177922.jpg,car_(automobile),LVIS,177922_car_(automobile),"[0, 0, 0, 0]"
passenger_car_(part_of_a_train),1,3,2,32,Female,CrowdWorks,6,6,8,9,8,177922.jpg,passenger_car_(part_of_a_train),LVIS,177922_passenger_car_(part_of_a_train),"[0, 0, 0, 0]"
cellular_telephone,2,3,1,44,Male,CrowdWorks,3,6,7,6,8,204661.jpg,cellular_telephone,LVIS,204661_cellular_telephone,"[0, 0, 0, 0]"
notebook,2,2,1,44,Male,CrowdWorks,3,6,7,6,8,204661.jpg,notebook,LVIS,204661_notebook,"[0, 0, 0, 0]"
cellular_telephone,2,4,0,40,Male,Prolific,7,6,8,3,5,204661.jpg,cellular_telephone,LVIS,204661_cellular_telephone,"[0, 0, 0, 0]"
Face powder,2,4,1,52,Male,CrowdWorks,6,6,8,7,7,2530be28e852450f.jpg,Face powder,OpenImages,2530be28e852450f_Face powder,"[0, 0, 0, 0]"
Cosmetics,2,5,1,52,Male,CrowdWorks,6,6,8,7,7,2530be28e852450f.jpg,Cosmetics,OpenImages,2530be28e852450f_Cosmetics,"[0, 0, 0, 0]"
Perfume,2,4,1,52,Male,CrowdWorks,6,6,8,7,7,2530be28e852450f.jpg,Perfume,OpenImages,2530be28e852450f_Perfume,"[0, 0, 0, 0]"
street_sign,1,5,0,46,Male,CrowdWorks,3,5,8,5,5,17627.jpg,street_sign,LVIS,17627_street_sign,"[0, 0, 0, 0]"
license_plate,0,6,0,46,Male,CrowdWorks,3,5,8,5,5,17627.jpg,license_plate,LVIS,17627_license_plate,"[0, 0, 0, 0]"
streetlight,1,2,2,46,Male,CrowdWorks,3,5,8,5,5,17627.jpg,streetlight,LVIS,17627_streetlight,"[0, 0, 0, 0]"
Plant,1,1,1,30,Female,CrowdWorks,3,4,8,9,10,0dff5becb0f6c70d.jpg,Plant,OpenImages,0dff5becb0f6c70d_Plant,"[0, 0, 0, 0]"
Car,0,5,1,30,Female,CrowdWorks,3,4,8,9,10,0dff5becb0f6c70d.jpg,Car,OpenImages,0dff5becb0f6c70d_Car,"[0, 0, 0, 0]"
Vehicle registration plate,0,6,1,30,Female,CrowdWorks,3,4,8,9,10,0dff5becb0f6c70d.jpg,Vehicle registration plate,OpenImages,0dff5becb0f6c70d_Vehicle registration plate,"[0, 0, 0, 0]"
Vehicle registration plate,0,3,0,38,Female,Prolific,6,7,8,3,7,0dff5becb0f6c70d.jpg,Vehicle registration plate,OpenImages,0dff5becb0f6c70d_Vehicle registration plate,"[0, 0, 0, 0]"
